City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
376,nunkini,20.33,-90.18,69.22,88,22,4.5,MX,1615093473
377,lumeje,-11.55,20.78,65.52,75,100,3.42,AO,1615093473
378,malpe,13.35,74.72,86.0,62,20,3.83,IN,1615093474
379,carutapera,-1.2,-46.02,77.09,87,90,5.46,BR,1615093476
380,soure,-0.72,-48.52,78.37,86,95,10.87,BR,1615093476
381,chibuto,-24.69,33.53,72.03,86,1,0.76,MZ,1615093477
382,santa lucia,27.91,-15.54,62.6,72,40,20.71,ES,1615093477
383,sibu,2.3,111.82,82.4,83,40,2.3,MY,1615093478
384,cedartown,34.05,-85.26,41.0,33,1,11.5,US,1615093478
385,zabid,14.2,43.32,80.15,56,0,2.64,YE,1615093479
386,opelousas,30.53,-92.08,51.01,53,1,8.05,US,1615093479
387,vung tau,10.35,107.08,82.53,67,55,18.99,VN,1615093366
388,samarai,-10.62,150.67,81.72,76,72,9.93,PG,1615093196
389,pochutla,15.74,-96.47,77.0,77,1,1.01,MX,1615093481
390,oyama,36.3,139.8,53.01,46,75,17.27,JP,1615093482
391,weligama,5.97,80.42,88.0,55,0,0.43,LK,1615093483
392,khorramshahr,30.44,48.17,53.6,71,0,6.91,IR,1615093484
393,north bend,43.41,-124.22,46.99,71,90,11.5,US,1615093484
394,aguimes,27.91,-15.45,62.6,72,40,20.71,ES,1615093485
395,baishishan,43.58,127.57,27.63,83,3,6.85,CN,1615093486
396,divnomorskoye,44.5,38.14,33.87,78,4,9.73,RU,1615093488
397,bonavista,48.65,-53.11,28.99,93,73,6.91,CA,1615093488
398,sabha,27.04,14.43,58.21,32,0,8.57,LY,1615093489
399,yatsushiro,32.5,130.6,48.2,93,75,4.61,JP,1615093489
400,comodoro rivadavia,-45.87,-67.5,68.0,52,0,5.75,AR,1615093201
401,ussel,45.55,2.32,41.0,42,79,0.34,FR,1615093491
402,mitchell,43.71,-98.03,46.4,71,1,20.71,US,1615093491
403,camana,-16.62,-72.71,72.41,81,21,6.35,PE,1615093492
404,andenes,69.31,16.12,32.0,59,90,23.02,NO,1615093492
405,suez,29.97,32.53,55.78,68,0,13.18,EG,1615093493
406,biak,-0.91,122.88,83.57,69,11,1.3,ID,1615093308
407,mbeya,-8.9,33.45,61.54,93,100,1.34,TZ,1615093494
408,nicoya,10.15,-85.45,75.2,57,0,11.5,CR,1615093231
409,victoria,22.29,114.16,69.01,89,97,3.0,HK,1615093495
410,leshukonskoye,64.9,45.76,-8.93,91,60,4.16,RU,1615093495
411,morondava,-20.28,44.28,77.56,85,35,4.47,MG,1615093496
412,namwala,-15.75,26.44,63.95,91,96,2.46,ZM,1615093497
413,halifax,44.65,-63.57,28.4,69,18,13.8,CA,1615093202
414,nemuro,43.32,145.57,28.4,43,75,11.5,JP,1615093498
415,luanda,-8.84,13.23,75.2,78,75,3.44,AO,1615093449
416,vila velha,-20.33,-40.29,78.01,94,40,3.44,BR,1615093314
417,kaitangata,-46.28,169.85,53.01,70,53,5.01,NZ,1615093201
418,virginia beach,36.85,-75.98,39.99,70,1,4.61,US,1615093248
419,karatau,43.17,70.47,40.95,87,100,3.24,KZ,1615093501
420,brokopondo,4.75,-55.17,76.95,88,87,7.54,SR,1615093501
421,deniliquin,-35.53,144.97,87.01,19,99,8.23,AU,1615093321
422,rosario,-32.95,-60.64,69.01,77,0,4.45,AR,1615093456
423,zlobin,45.29,14.65,37.4,35,0,10.36,HR,1615093504
424,caronport,50.45,-105.82,42.8,65,100,11.5,CA,1615093505
425,inhambane,-23.86,35.38,75.2,88,20,8.14,MZ,1615093329
426,denizli,37.84,29.07,37.4,81,75,4.61,TR,1615093506
427,hanumangarh,29.58,74.32,87.35,23,0,13.11,IN,1615093507
428,praya,14.92,-23.51,68.0,77,75,25.32,CV,1615093508
429,souillac,-20.52,57.52,78.8,94,75,11.5,MU,1615093508
430,rio grande,-32.03,-52.1,61.0,97,3,1.54,BR,1615093509
431,sotuta,20.6,-89.02,66.67,95,38,3.18,MX,1615093510
432,perpignan,42.75,2.75,48.0,87,78,4.61,FR,1615093510
433,dzierzoniow,50.73,16.65,30.99,80,28,8.1,PL,1615093511
434,salinas,36.68,-121.66,51.8,76,1,11.5,US,1615093311
435,gudari,19.35,83.78,100.58,8,12,0.63,IN,1615093512
436,urusha,54.05,122.9,13.24,92,99,4.09,RU,1615093512
437,yerbogachen,61.28,108.01,22.57,97,100,9.82,RU,1615093312
438,dong hoi,17.48,106.6,76.15,86,98,8.66,VN,1615093513
439,paciran,-6.88,112.38,84.31,71,75,8.99,ID,1615093514
440,north platte,41.12,-100.77,53.6,37,1,18.41,US,1615093297
441,nabire,-3.37,135.48,75.22,92,100,1.81,ID,1615093516
442,kavieng,-2.57,150.8,82.67,74,97,3.76,PG,1615093517
443,tessalit,20.2,1.01,73.0,23,29,5.14,ML,1615093517
444,shaoxing,30.01,120.57,44.6,93,75,6.71,CN,1615093518
445,banda aceh,5.56,95.32,85.19,64,100,4.97,ID,1615093276
446,riyadh,24.69,46.72,62.6,22,0,6.91,SA,1615093519
447,coihaique,-45.58,-72.07,47.86,81,10,8.55,CL,1615093290
448,honningsvag,70.98,25.97,28.87,83,31,11.16,NO,1615093390
449,preobrazheniye,42.9,133.91,30.85,82,1,16.51,RU,1615093521
450,sosva,59.18,61.86,3.45,92,0,4.79,RU,1615093521
451,sinnamary,5.38,-52.95,78.48,86,100,15.12,GF,1615093522
452,veraval,20.9,70.37,82.31,55,0,8.19,IN,1615093322
453,talakan,50.32,130.37,14.38,90,100,1.39,RU,1615093523
454,tamiahua,21.27,-97.45,66.67,71,77,5.08,MX,1615093523
455,poum,-20.23,164.02,79.36,69,8,13.51,NC,1615093524
456,qom,34.64,50.88,54.86,37,0,1.83,IR,1615093524
457,metro,-5.11,105.31,73.49,93,100,5.39,ID,1615093525
458,margate,51.38,1.39,39.0,58,25,1.01,GB,1615093526
459,ewa beach,21.32,-158.01,73.4,64,20,8.05,US,1615093527
460,isangel,-19.55,169.27,80.62,70,48,9.93,VU,1615093527
461,goderich,43.75,-81.72,26.6,59,55,11.5,CA,1615093528
462,san cristobal,7.77,-72.22,67.95,86,75,0.89,VE,1615093528
463,hede,33.77,120.25,47.53,54,100,9.4,CN,1615093529
464,nikolayevsk-na-amure,53.14,140.73,7.72,85,0,10.36,RU,1615093530
465,mount isa,-20.73,139.5,100.4,14,0,11.5,AU,1615093314
466,gayny,60.31,54.32,-2.79,92,93,1.77,RU,1615093531
467,agadez,19.75,10.25,65.59,24,57,3.74,NE,1615093418
468,alta floresta,-9.88,-56.09,73.4,100,0,2.3,BR,1615093533
469,ormara,25.21,64.64,76.37,65,15,4.65,PK,1615093534
470,port blair,11.67,92.75,85.53,61,0,10.27,IN,1615093256
471,walvis bay,-22.96,14.51,62.6,82,10,9.22,NA,1615093535
472,canyon lake,29.88,-98.26,51.01,78,96,3.38,US,1615093536
473,seoul,37.57,126.98,51.8,43,40,2.3,KR,1615093266
474,ulladulla,-35.35,150.47,78.01,57,45,14.97,AU,1615093537
475,sechura,-5.56,-80.82,77.95,66,12,7.72,PE,1615093537
476,chippewa falls,44.94,-91.39,30.0,58,1,6.69,US,1615093538
477,jalesar,27.48,78.32,88.09,12,7,8.88,IN,1615093538
478,rio rancho,35.23,-106.66,50.0,29,31,3.0,US,1615093410
479,orel-izumrud,43.46,39.92,39.2,93,20,4.47,RU,1615093540
480,kanigiri,15.4,79.52,88.63,32,0,4.9,IN,1615093540
481,yishui,35.78,118.63,45.59,48,90,4.47,CN,1615093541
482,lundazi,-12.29,33.18,65.61,96,100,6.8,ZM,1615093541
483,zhigansk,66.77,123.37,-12.23,88,100,13.56,RU,1615093542
484,oiba,6.26,-73.3,62.62,91,100,1.92,CO,1615093542
485,katobu,-4.94,122.53,86.04,72,32,1.63,ID,1615093543
486,oistins,13.07,-59.53,77.0,73,40,20.71,BB,1615093544
487,kochinda,21.73,84.35,84.2,37,2,3.44,IN,1615093544
488,conde,-7.26,-34.91,73.4,100,20,6.51,BR,1615093545
489,qatana,33.44,36.08,51.01,80,0,2.3,SY,1615093545
490,yanji,42.91,129.51,33.49,71,0,2.71,CN,1615093546
491,leeton,-34.57,146.4,86.0,21,100,10.36,AU,1615093546
492,tigil,57.8,158.67,-12.51,87,100,7.96,RU,1615093547
493,punta gorda,26.93,-82.05,63.0,88,90,10.36,US,1615093547
494,tumut,-35.3,148.22,84.2,21,40,9.22,AU,1615093548
495,cabinda,-5.55,12.2,76.12,83,100,5.61,AO,1615093268
496,cap malheureux,-19.98,57.61,80.01,84,100,8.99,MU,1615093549
497,isabela,6.71,121.97,87.8,62,20,9.22,PH,1615093550
498,bongandanga,1.5,21.05,68.94,98,89,1.79,CD,1615093550
499,koumac,-20.57,164.28,80.2,61,37,9.69,NC,1615093551
500,takoradi,4.88,-1.76,78.84,87,94,7.23,GH,1615093551
501,guerrero negro,27.98,-114.06,58.35,77,0,15.35,MX,1615093552
502,whitianga,-36.83,175.7,70.0,64,0,13.0,NZ,1615093553
503,lata,40.16,-8.33,51.01,100,75,3.44,PT,1615093553
504,loknya,56.83,30.15,25.03,93,100,16.35,RU,1615093554
505,tamworth,52.63,-1.7,32.0,84,0,3.65,GB,1615093554
506,nioaque,-21.14,-55.83,69.73,85,3,2.04,BR,1615093555
507,coquimbo,-29.95,-71.34,60.8,94,0,4.61,CL,1615093555
508,norman wells,65.28,-126.83,3.2,78,40,11.5,CA,1615093556
509,nishihara,26.18,127.76,71.6,78,90,11.5,JP,1615093556
510,kuusamo,65.97,29.18,15.8,79,75,13.8,FI,1615093557
511,chapais,49.78,-74.85,-0.4,78,90,10.36,CA,1615093364
512,northam,51.03,-4.22,32.0,89,18,1.01,GB,1615093311
513,lodja,-3.48,23.43,69.67,97,100,5.37,CD,1615093559
514,kozhva,65.11,57.05,-6.38,91,99,1.57,RU,1615093559
515,buala,-8.14,159.59,82.58,77,100,4.47,SB,1615093560
516,kavaratti,10.57,72.64,82.51,67,0,8.72,IN,1615093561
517,ahuimanu,21.44,-157.84,73.4,68,75,19.57,US,1615093561
518,loukhi,66.08,33.04,10.58,95,100,12.88,RU,1615093562
519,agirish,61.92,63.02,-3.44,89,0,5.08,RU,1615093563
520,bilibino,68.05,166.44,-16.94,85,100,7.92,RU,1615093563
521,zuwarah,32.93,12.08,58.23,88,52,9.95,LY,1615093564
522,varnavino,57.4,45.09,2.8,94,69,7.14,RU,1615093565
523,petropavlivka,48.46,36.44,26.89,92,0,11.34,UA,1615093565
524,aberdeen,57.14,-2.1,41.0,87,90,5.75,GB,1615093525
525,tuatapere,-46.13,167.68,52.0,77,64,15.01,NZ,1615093566
526,cayenne,4.93,-52.33,79.0,89,90,11.5,GF,1615093567
527,batagay,67.63,134.63,-14.31,84,99,2.48,RU,1615093567
528,atar,20.52,-13.05,60.87,38,0,15.41,MR,1615093568
529,trairi,-3.28,-39.27,76.53,89,38,7.09,BR,1615093568
530,odweyne,9.41,45.06,65.66,28,11,2.59,SO,1615093569
531,alofi,-19.06,-169.92,82.4,78,100,5.75,NU,1615093570
532,mar de espanha,-21.87,-43.01,68.0,98,98,1.01,BR,1615093570
533,vila,42.03,-8.16,46.0,85,6,5.01,PT,1615093291
534,petropavlovsk-kamchatskiy,53.05,158.65,12.2,31,0,22.37,RU,1615093572
535,tecate,32.57,-116.63,53.6,94,75,6.91,MX,1615093573
536,saint anthony,45.02,-93.22,36.0,55,1,3.44,US,1615093573
537,novikovo,51.15,37.89,22.59,93,18,13.8,RU,1615093574
538,winneba,5.35,-0.62,82.4,83,0,11.5,GH,1615093574
539,waitati,-45.75,170.57,54.0,65,54,23.0,NZ,1615093575
540,semey,50.41,80.23,23.0,74,0,6.71,KZ,1615093575
541,campoverde,-8.48,-74.81,73.22,96,75,1.3,PE,1615093576
542,mtwara,-10.27,40.18,75.2,94,75,8.05,TZ,1615093577
543,kattivakkam,13.22,80.32,84.2,65,40,2.3,IN,1615093577
544,santa ana,33.75,-117.87,57.2,77,75,4.61,US,1615093123
545,husavik,66.04,-17.34,33.8,75,20,4.61,IS,1615093579
546,vidim,56.41,103.11,27.54,95,100,14.09,RU,1615093579
547,ostrovnoy,68.05,39.51,2.03,93,100,12.84,RU,1615093580
548,acapulco,16.86,-99.89,74.12,75,0,4.36,MX,1615093581
549,kirakira,-10.45,161.92,83.34,74,100,6.02,SB,1615093582
550,pedro ii,-4.42,-41.46,68.0,97,100,3.22,BR,1615093583
551,hambantota,6.12,81.12,84.2,84,20,8.05,LK,1615093583
552,evensk,61.95,159.23,-13.94,78,0,5.14,RU,1615093337
553,porto-vecchio,41.59,9.28,51.8,76,75,8.05,FR,1615093584
554,kaabong,3.48,34.15,71.87,41,0,6.53,UG,1615093585
555,businga,3.33,20.88,70.32,89,98,1.32,CD,1615093586
556,stromness,58.96,-3.3,41.0,100,92,4.61,GB,1615093586
557,byron bay,-28.65,153.62,78.01,65,40,11.5,AU,1615093587
558,palana,59.12,159.97,-16.98,90,100,5.03,RU,1615093588
559,goranboy,40.61,46.79,53.6,47,0,16.11,AZ,1615093588
560,barysh,53.66,47.11,8.94,95,28,6.55,RU,1615093589
561,guaruja,-23.99,-46.26,75.0,26,100,2.1,BR,1615093294
562,trinidad,-14.83,-64.9,71.02,91,66,2.66,BO,1615093591
563,yuli,9.7,10.27,73.15,20,7,6.49,NG,1615093591
564,toora-khem,52.47,96.11,26.49,92,99,0.92,RU,1615093592
565,nuuk,64.18,-51.72,32.0,80,90,2.3,GL,1615093592
566,kyshtovka,56.56,76.63,11.14,95,82,11.65,RU,1615093593
567,neuquen,-38.95,-68.06,75.2,43,0,2.3,AR,1615093593
568,eagle pass,28.71,-100.5,57.99,55,6,4.0,US,1615093594
569,dudinka,69.41,86.18,-8.75,90,95,6.8,RU,1615093595
570,maniitsoq,65.42,-52.9,27.19,92,100,7.9,GL,1615093596
571,iranshahr,27.2,60.68,62.6,27,0,4.61,IR,1615093596
572,kilimatinde,-5.85,34.95,67.15,94,100,0.76,TZ,1615093597
573,auki,-8.77,160.7,82.63,79,100,4.36,SB,1615093597
574,kanniyakumari,8.08,77.57,85.5,56,4,5.35,IN,1615093598
575,kon tum,14.35,108.0,94.66,22,0,8.93,VN,1615093599
576,puga,21.58,-104.82,58.33,77,42,1.74,MX,1615093599
577,novoagansk,61.94,76.66,4.06,94,53,5.97,RU,1615093600
578,okhotsk,59.38,143.3,-7.28,82,0,11.7,RU,1615093600
579,bethanien,-26.5,17.16,66.67,40,1,1.1,NA,1615093601
580,nanortalik,60.14,-45.24,31.86,98,100,3.94,GL,1615093601
581,paso de carrasco,-34.86,-56.05,62.6,82,0,6.91,UY,1615093602
582,pokhara,28.23,83.98,77.95,18,0,7.27,NP,1615093602
583,kailua,21.4,-157.74,73.4,68,75,19.57,US,1615093603
584,saint-augustin,51.23,-58.65,19.83,97,99,7.34,CA,1615093604
585,bukama,-9.2,25.85,68.4,96,100,2.51,CD,1615093604
586,laguna de perlas,12.34,-83.67,74.88,75,2,8.75,NI,1615093605
587,louis trichardt,-23.04,29.9,65.66,86,10,1.48,ZA,1615093605
588,valdivia,-39.81,-73.25,62.6,100,90,4.61,CL,1615093525
589,rajshahi,24.37,88.6,88.59,20,0,3.67,BD,1615093428
590,alice springs,-23.7,133.88,95.0,10,90,9.22,AU,1615093383
591,eureka,40.8,-124.16,46.0,78,24,7.07,US,1615093447
592,yuncheng,35.02,110.99,52.61,43,6,8.39,CN,1615093608
